"","Lake","avgDOC","sdDOC","avgTN","sdTN","avgTP","sdTP","avgTNTP","sdTNTP","avgPO4","sdPO4","avgNH4","sdNH4","avgNO3","sdNO3","avgChla","sdChla","avgPC","sdPC","avgMC","sdMC"
"1","Maumee",1.91366666666667,0.0150111069989303,0.412666666666667,0.142303665916705,0.0153333333333333,0.00152752523165195,26.4945845004668,6.38702321695655,7.8,0.841486779456458,57.4,42.3287136586975,204.333333333333,10.5987420637231,2.08533333333333,0.0960329804459559,98.9166666666667,6.51598291383068,0.0836666666666667,0.0237135685491099
"2","Sandusky",3.83466666666667,0.0649332991101893,0.687666666666667,0.100271298651874,0.067,0.014,10.6178267072707,2.93349787322719,5.62666666666667,0.558241285944826,16.3733333333333,11.839431292648,106.533333333333,109.128609142302,35.0226666666667,0.681273317643758,41.77,7.19639493079695,0.907666666666667,0.0325166623953526
"3","Grand",7.69133333333333,0.0504017195473861,2.83,0.071,0.287333333333333,0.00776745346515401,9.85085060242861,0.200013398932519,26.0666666666667,2.13619599600162,17.3566666666667,19.1775815298315,41.5,1.05830052442583,135.388333333333,18.6741108846802,420.446666666667,45.6004893979586,38.2556666666667,3.56687458895506
